person,elements_key,elements_year,elements_city,elements_language_first,elements_format,elements_books,elements_claim_flags,elements_social_flags,non_elements_key,non_elements_year,non_elements_city,non_elements_language_first,non_elements_format,non_elements_subject_family,non_elements_claim_flags,non_elements_social_flags,year_gap,same_city,same_language_first,same_format
Denis Henrion,Paris_1623,1623,Paris,FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,court_state_service_arena; learned_scholarly_arena; patronage_prestige_arena,MorisS-16-10,1627,Lyon,FRENCH,,No primary family,claim_method_demonstration_order; claim_augmentation_enrichment_composition; claim_visual_material_aids,no_visible_social_arena,4,0,1,0
Denis Henrion,Paris_1623,1623,Paris,FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,court_state_service_arena; learned_scholarly_arena; patronage_prestige_arena,MorisS-16-4,1619,Paris,FRENCH,,Geometry/Theory,claim_correction_revision_accuracy,no_visible_social_arena,4,1,1,0
Denis Henrion,Paris_1623,1623,Paris,FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,court_state_service_arena; learned_scholarly_arena; patronage_prestige_arena,ustc-26,1627,Paris,FRENCH,,Geometry/Theory | Arithmetic/Commerce | Visual/Spatial Arts | Instruments/Measurement | Applied Mechanics/Military,claim_method_demonstration_order; claim_accessibility_clarity_pedagogy; claim_utility_practice_application; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_visual_material_aids; claim_selection_extraction_abridgment,learned_scholarly_arena; patronage_prestige_arena,4,1,1,0
Denis Henrion,Paris_1630,1630,Paris,FRENCH,8,1–6,claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_selection_extraction_abridgment,learned_scholarly_arena,ustc-23,1626,Paris,FRENCH,,Geometry/Theory,,learned_scholarly_arena,4,1,1,0
Denis Henrion,Paris_1630,1630,Paris,FRENCH,8,1–6,claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_selection_extraction_abridgment,learned_scholarly_arena,ustc-50,1626,Paris,FRENCH,,Geometry/Theory | Arithmetic/Commerce,,no_visible_social_arena,4,1,1,0
Jean Errard,Paris_1598a,1598,Paris,FRENCH,8,1-6,claim_augmentation_enrichment_composition; claim_ancient_authority_restoration; claim_selection_extraction_abridgment,court_state_service_arena; professional_practical_arena,ustc-29,1602,Paris,FRENCH,,Geometry/Theory,,court_state_service_arena; professional_practical_arena,4,1,1,0
Oronce Finé,Paris_1536,1536,Paris,LATIN,2,1-6,claim_method_demonstration_order; claim_correction_revision_accuracy; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,pedagogical_school_arena; learned_scholarly_arena,Paris_1532,1532,Paris,LATIN,,Geometry/Theory,claim_utility_practice_application,pedagogical_school_arena; learned_scholarly_arena,4,1,1,0
Pierre Bourdín,Paris_1643,1643,Paris,FRENCH,12,?,claim_method_demonstration_order; claim_accessibility_clarity_pedagogy; claim_ancient_authority_restoration; claim_selection_extraction_abridgment,no_visible_social_arena,bib-37,1639,Paris,FRENCH,,Applied Mechanics/Military,,no_visible_social_arena,4,1,1,0
Pierre Forcadel,Paris_1564,1564,Paris,FRENCH,4,1-6,claim_augmentation_enrichment_composition; claim_selection_extraction_abridgment,pedagogical_school_arena; court_state_service_arena; learned_scholarly_arena; general_public_lovers_arena,0NKS71,1568,Paris,FRENCH,8,Instruments/Measurement,claim_method_demonstration_order,pedagogical_school_arena; court_state_service_arena; learned_scholarly_arena; general_public_lovers_arena; patronage_prestige_arena,4,1,1,0
Pierre Forcadel,Paris_1565,1565,Paris,FRENCH,4,7-9,claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,pedagogical_school_arena; court_state_service_arena; learned_scholarly_arena; general_public_lovers_arena,YBCWZV,1569,Paris,FRENCH,4,Instruments/Measurement,claim_method_demonstration_order,pedagogical_school_arena; court_state_service_arena; learned_scholarly_arena; general_public_lovers_arena,4,1,1,1
Pierre Forcadel,Paris_1566a,1566,Paris,FRENCH,8,,claim_ancient_authority_restoration; claim_selection_extraction_abridgment,pedagogical_school_arena; court_state_service_arena; learned_scholarly_arena; general_public_lovers_arena,E4JQEB,1570,Paris,FRENCH,4,Arithmetic/Commerce,claim_method_demonstration_order; claim_augmentation_enrichment_composition,pedagogical_school_arena; court_state_service_arena; learned_scholarly_arena; general_public_lovers_arena,4,1,1,0
Pierre Forcadel,Paris_1566a,1566,Paris,FRENCH,8,,claim_ancient_authority_restoration; claim_selection_extraction_abridgment,pedagogical_school_arena; court_state_service_arena; learned_scholarly_arena; general_public_lovers_arena,bib-10,1570,Paris,FRENCH,4,Geometry/Theory | Instruments/Measurement,claim_method_demonstration_order; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_visual_material_aids,court_state_service_arena; patronage_prestige_arena,4,1,1,0
Pierre Forcadel,Paris_1566b,1566,Paris,FRENCH,8,,claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,no_visible_social_arena,E4JQEB,1570,Paris,FRENCH,4,Arithmetic/Commerce,claim_method_demonstration_order; claim_augmentation_enrichment_composition,pedagogical_school_arena; court_state_service_arena; learned_scholarly_arena; general_public_lovers_arena,4,1,1,0
Pierre Forcadel,Paris_1566b,1566,Paris,FRENCH,8,,claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,no_visible_social_arena,bib-10,1570,Paris,FRENCH,4,Geometry/Theory | Instruments/Measurement,claim_method_demonstration_order; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_visual_material_aids,court_state_service_arena; patronage_prestige_arena,4,1,1,0
Pierre Forcadel,ZNLALU,1560,Paris,FRENCH,4,,claim_translation_vernacularization_transfer,no_visible_social_arena,E7J0Y4,1556,Paris,FRENCH,4,Arithmetic/Commerce,claim_method_demonstration_order,no_visible_social_arena,4,1,1,1
Christopher Clavius,Cologne_1591,1591,Cologne,LATIN,4,1-16,claim_method_demonstration_order; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration; claim_visual_material_aids,religious_institutional_arena,X2T7PY,1586,Rome,LATIN,,Instruments/Measurement,claim_augmentation_enrichment_composition,religious_institutional_arena,5,0,1,0
Christopher Clavius,Frankfurt_1607,1607,Frankfurt,LATIN,8,1–16,claim_method_demonstration_order; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration; claim_visual_material_aids,religious_institutional_arena,TDJC06,1612,Mainz,LATIN,,No primary family,,no_visible_social_arena,5,0,1,0
Claude Hardy,Paris_1625,1625,Paris,GREEK,4,,claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,court_state_service_arena; learned_scholarly_arena,MorisS-15-1,1630,Paris,FRENCH,,Geometry/Theory,,no_visible_social_arena,5,1,0,0
Claude-François Milliet Dechales,Lyon_1672,1672,Lyon,FRENCH,12,"1-6, 11-12",claim_ancient_authority_restoration,no_visible_social_arena,bib-54,1677,Paris,FRENCH,,Visual/Spatial Arts | Applied Mechanics/Military,claim_augmentation_enrichment_composition; claim_visual_material_aids,religious_institutional_arena,5,0,1,0
Claude-François Milliet Dechales,Paris_1682,1682,Paris,FRENCH,12,"1–6, 11–12",claim_method_demonstration_order; claim_accessibility_clarity_pedagogy; claim_utility_practice_application; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration,religious_institutional_arena,bib-54,1677,Paris,FRENCH,,Visual/Spatial Arts | Applied Mechanics/Military,claim_augmentation_enrichment_composition; claim_visual_material_aids,religious_institutional_arena,5,1,1,0
Denis Henrion,Paris_1615,1615,Paris,FRENCH,8,1-15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,learned_scholarly_arena,MorisS-16-5,1620,Paris,FRENCH,,Cosmos/Earth,,no_visible_social_arena,5,1,1,0
Denis Henrion,Paris_1615,1615,Paris,FRENCH,8,1-15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,learned_scholarly_arena,MorisS-16-6,1620,Paris,FRENCH,,Geometry/Theory,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition,court_state_service_arena; professional_practical_arena; patronage_prestige_arena,5,1,1,0
Denis Henrion,Paris_1615,1615,Paris,FRENCH,8,1-15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,learned_scholarly_arena,ustc-55,1620,Paris,FRENCH,,Instruments/Measurement | Cosmos/Earth,claim_augmentation_enrichment_composition,no_visible_social_arena,5,1,1,0
Denis Henrion,Paris_1615,1615,Paris,FRENCH,8,1-15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,learned_scholarly_arena,ustc-58,1620,Paris,FRENCH,,Geometry/Theory,,no_visible_social_arena,5,1,1,0
Denis Henrion,Paris_1623,1623,Paris,FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,court_state_service_arena; learned_scholarly_arena; patronage_prestige_arena,MorisS-16-3,1618,Paris,FRENCH,,Instruments/Measurement,,no_visible_social_arena,5,1,1,0
Denis Henrion,Paris_1623,1623,Paris,FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,court_state_service_arena; learned_scholarly_arena; patronage_prestige_arena,ustc-33,1618,Paris,FRENCH,,Instruments/Measurement,claim_utility_practice_application; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer,learned_scholarly_arena,5,1,1,0
Denis Henrion,Paris_1623,1623,Paris,FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,court_state_service_arena; learned_scholarly_arena; patronage_prestige_arena,ustc-59,1618,Paris,FRENCH,,No primary family,claim_utility_practice_application; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer,learned_scholarly_arena,5,1,1,0
Denis Henrion,Paris_1632,1632,Paris,FRENCH,4,1-15,claim_accessibility_clarity_pedagogy; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,no_visible_social_arena,MorisS-16-10,1627,Lyon,FRENCH,,No primary family,claim_method_demonstration_order; claim_augmentation_enrichment_composition; claim_visual_material_aids,no_visible_social_arena,5,0,1,0
Denis Henrion,Paris_1632,1632,Paris,FRENCH,4,1-15,claim_accessibility_clarity_pedagogy; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,no_visible_social_arena,ustc-26,1627,Paris,FRENCH,,Geometry/Theory | Arithmetic/Commerce | Visual/Spatial Arts | Instruments/Measurement | Applied Mechanics/Military,claim_method_demonstration_order; claim_accessibility_clarity_pedagogy; claim_utility_practice_application; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_visual_material_aids; claim_selection_extraction_abridgment,learned_scholarly_arena; patronage_prestige_arena,5,1,1,0
Federico Commandino,Urbino_1575,1575,Urbino,ITALIAN,2,1-15,claim_method_demonstration_order; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,patronage_prestige_arena,bib-42,1570,Pesaro,LATIN,,Geometry/Theory,,no_visible_social_arena,5,0,0,0
Jean Errard,Paris_1605,1605,Paris,FRENCH,8,1-9,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration; claim_selection_extraction_abridgment,court_state_service_arena; professional_practical_arena,bib-280,1600,Paris,FRENCH,,Visual/Spatial Arts | Applied Mechanics/Military,,court_state_service_arena; professional_practical_arena,5,1,1,0
Pierre Forcadel,Paris_1564,1564,Paris,FRENCH,4,1-6,claim_augmentation_enrichment_composition; claim_selection_extraction_abridgment,pedagogical_school_arena; court_state_service_arena; learned_scholarly_arena; general_public_lovers_arena,YBCWZV,1569,Paris,FRENCH,4,Instruments/Measurement,claim_method_demonstration_order,pedagogical_school_arena; court_state_service_arena; learned_scholarly_arena; general_public_lovers_arena,5,1,1,1
Pierre Forcadel,Paris_1565,1565,Paris,FRENCH,4,7-9,claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,pedagogical_school_arena; court_state_service_arena; learned_scholarly_arena; general_public_lovers_arena,E4JQEB,1570,Paris,FRENCH,4,Arithmetic/Commerce,claim_method_demonstration_order; claim_augmentation_enrichment_composition,pedagogical_school_arena; court_state_service_arena; learned_scholarly_arena; general_public_lovers_arena,5,1,1,1
Pierre Forcadel,Paris_1565,1565,Paris,FRENCH,4,7-9,claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,pedagogical_school_arena; court_state_service_arena; learned_scholarly_arena; general_public_lovers_arena,bib-10,1570,Paris,FRENCH,4,Geometry/Theory | Instruments/Measurement,claim_method_demonstration_order; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_visual_material_aids,court_state_service_arena; patronage_prestige_arena,5,1,1,1
Pierre Forcadel,ZNLALU,1560,Paris,FRENCH,4,,claim_translation_vernacularization_transfer,no_visible_social_arena,UEIZFO,1565,Paris,FRENCH,4,Arithmetic/Commerce,claim_selection_extraction_abridgment,court_state_service_arena,5,1,1,1
Pierre Forcadel,ZNLALU,1560,Paris,FRENCH,4,,claim_translation_vernacularization_transfer,no_visible_social_arena,YCXMIJ,1565,Paris,FRENCH,,Applied Mechanics/Military,,pedagogical_school_arena; court_state_service_arena; learned_scholarly_arena; general_public_lovers_arena,5,1,1,0
Pierre Forcadel,ZNLALU,1560,Paris,FRENCH,4,,claim_translation_vernacularization_transfer,no_visible_social_arena,YPQYIR,1565,Paris,FRENCH,,Applied Mechanics/Military,claim_translation_vernacularization_transfer; claim_ancient_authority_restoration,pedagogical_school_arena; court_state_service_arena; learned_scholarly_arena; general_public_lovers_arena,5,1,1,0
Pierre Forcadel,ZNLALU,1560,Paris,FRENCH,4,,claim_translation_vernacularization_transfer,no_visible_social_arena,YQDZSW,1565,Paris,FRENCH,4,Applied Mechanics/Military,claim_augmentation_enrichment_composition; claim_ancient_authority_restoration,pedagogical_school_arena; court_state_service_arena; learned_scholarly_arena; general_public_lovers_arena,5,1,1,1
